symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
SAGCEM,Sagar Cements,14068,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAGILITY,Sagility,27052,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAHAJSOLAR,Sahaj Solar,24478,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
SAHANA,Sahana System,16711,NSE_EQ,EQUITY,ES,SM,125,,ACTIVE
SAHASRA,Sahasra Electronic Solutions,25671,NSE_EQ,EQUITY,ES,ST,400,,ACTIVE
SAHLIBHFI,Shalibhadra Finance,761688,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAHYADRI,Sahyadri Industries,14900,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAIFL,Sameera Agro & Infra,21096,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
SAIL,Steel Authority of India,2963,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAILIFE,Sai Life Sciences,27839,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAIPARENT,Sai Parenteral's,761675,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAJHOTELS,Saj Hotels,25712,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SAKAR,Sakar Healthcare,9539,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAKHTISUG,Sakthi Sugars,2969,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAKSOFT,Saksoft,11794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAKUMA,Sakuma Exports,13255,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SALASAR,Salasar Techno Engineering,21362,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SALONA,Salona Cotspin,17351,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SALSTEEL,SAL Steel,11637,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SALZERELEC,Salzer Electronics,11399,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAMAY,Samay Project Services,756848,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
SAMBHAAV,Sambhaav Media,4127,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAMBHV,Sambhv Steel Tubes,757767,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAMHI,Samhi Hotels,18614,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAMMAANCAP,Sammaan Capital,30125,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAMPANN,Sampann Utpadan,27303,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANATHAN,Sanathan Textiles,28805,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANCO,Sanco Industries,14630,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
SANDESH,Sandesh,2988,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANDHAR,Sandhar Technologies,2397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANDUMA,Sandur Manganese & Iron Ores,18359,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANGAMIND,Sangam,4184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANGANI,Sangani Hospitals,18035,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
SANGHVIMOV,Sanghvi Movers,14058,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANGINITA,Sanginita Chemicals,11033,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SANOFI,Sanofi,1442,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANOFICONR,Sanofi Consumer Healthcare,25222,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANSERA,Sansera Engineering,5751,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANSTAR,Sanstar,24582,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SANWARIA,Sanwaria Consumer,46,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
SAPPHIRE,Sapphire Foods,6718,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAPPL,Shree Ajit Pulp & Paper,762874,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SARDAEN,Sarda Energy & Minerals,17758,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAREGAMA,Saregama India,4892,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SARLAPOLY,Sarla Performance Fibers,14043,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAROJA,Saroja Pharma Industries,18506,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SARTELE,SAR Televenture,19863,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SARVESHWAR,Sarveshwar Foods,12950,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SASKEN,Sasken Technologies,11983,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SATECH,SA Tech Software,24674,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SATIA,Satia Industries,11045,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SATIN,Satin Creditcare,10453,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SATIPOLY,Sati Poly Plast,24504,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SATKARTAR,Sat Kartar Life,29154,NSE_EQ,EQUITY,ES,ST,800,,ACTIVE
SATTVAENGG,Sattva Engineering Construction,758960,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SAURASHCEM,Saurashtra Cement,3018,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SAVY,Savy Infra & Logistics,757704,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SAWALIYA,Sawaliya Food Products,758444,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
SAYAJIHOTL,Sayaji Hotels,762879,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBC,SBC Exports,6792,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBCL,Shivalik Bimetal Controls,4656,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBFC,SBFC Finance,18026,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBGLP,Suratwwala Business Group,14139,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBICARD,SBI Cards,17971,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBILIFE,SBI Life Insurance,21808,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SBIN,State Bank of India,3045,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCANSTL,Scan Steels,762884,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCHAEFFLER,Schaeffler India,1011,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCHAND,S Chand & Company,20698,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCHNEIDER,Schneider Electric Infra,31234,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCI,Shipping Corporation of India,3048,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCILAL,SCI Land & Assets,23127,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCML,Sharp Chucks & Machines,19469,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SCODATUBES,Scoda Tubes,757478,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SCPL,Sheetal Cool Products,12081,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SDBL,Som Distilleries & Breweries,1338,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SDREAMS,SD Retail,25528,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SEAMECLTD,Seamec,2616,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SECMARK,Secmark Consultancy,19496,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SECURKLOUD,SecureKloud Technologies,11058,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEDEMAC,SEDEMAC Mechatronics,761153,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEIL,Shanti Educational Initiatives,762889,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEJALLTD,Sejal Glass,7094,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SEL,Sungarner Energies,18267,NSE_EQ,EQUITY,ES,ST,200,,ACTIVE
SELLOWRAP,Sellowrap Industries,757982,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SELMC,SEL Manufacturing,6262,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEMAC,Semac Construction,11964,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SENCO,Senco Gold,17271,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SENORES,Senores Pharmaceuticals,28888,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEPC,SEPC,15308,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SERVICE,Service Care,17399,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SERVOTECH,Servotech Renewable  Power,5507,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SESHAPAPER,Seshasayee Paper & Boards,3066,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SETCO,Setco Automotive,17518,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SETL,Standard Engineering Technology,29075,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SEYAIND,Seya Industries,10836,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SFL,Sheela Foam,19184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SFML,Supreme Facility Management,28069,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SGFIN,SG Finserv,758853,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SGIL,Synergy Green Industries,5114,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SGL,STL Global,13367,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SGMART,SG Mart,758889,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHADOWFAX,Shadowfax Technologies,761469,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHAH,Shah Metacorp,20296,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHAHALLOYS,Shah Alloys,11856,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHAILY,Shaily Engineering Plastics,8727,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHAIVAL,Shaival Reality,10684,NSE_EQ,EQUITY,ES,ST,3600,,ACTIVE
SHAKTIPUMP,Shakti Pumps,25574,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHALBY,Shalby,714,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHALPAINTS,Shalimar Paints,15342,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHANKARA,Shankara Building Products,20337,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SHANTHALA,Shanthala FMCG Products,19752,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SHANTI,Shanti Overseas,5650,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHANTIGEAR,Shanthi Gears,3078,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHANTIGOLD,Shanti Gold International,758002,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHARDACROP,Sharda Cropchem,4992,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHARDAMOTR,Sharda Motor,10530,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHARDUL,Shardul Securities,762894,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHAREINDIA,Share India Securities,104,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHBAJRG,Shri Bajrang Alliance,762899,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHEEL,Sheel Biotech,759407,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SHEETAL,Sheetal Universal,20415,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SHEKHAWATI,Shekhawati Industries,21099,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SHEMAROO,Shemaroo Entertainment,5068,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHERA,Shera Energy,14176,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
SHETHJI,Shreeji Global FMCG,759802,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SHIGAN,Shigan Quantum Technologies,8398,NSE_EQ,EQUITY,ES,ST,1500,,ACTIVE
SHILCTECH,Shilchar Technologies,759847,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHILPAMED,Shilpa Medicare,17752,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHINDL,Sharat Industries,762904,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHIVALIK,Shivalik Rasayan,7016,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHIVAMAUTO,Shivam Autotech,13757,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SHIVAMILLS,Shiva Mills,1503,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SHIVASHRIT,Shivashrit Foods,758744,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SHIVATEX,Shiva Texyarn,804,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHIVAUM,Shiv Aum Steels,759747,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHK,SH Kelkar & Company,11212,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHKSIL,Shri Hare-Krishna Sponge Iron,758568,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SHOPERSTOP,Shoppers Stop,11813,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRADHA,Shradha Realty,708,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHREDIGCEM,Shree Digvijay Cement Company,3099,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHREECEM,Shree Cement,3103,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHREEJISPG,Shreeji Shipping Global,759448,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHREEKARNI,Shree Karni Fabcom,23074,NSE_EQ,EQUITY,ES,SM,150,,ACTIVE
SHREEOSFM,Shree OSFM e-Mobility,20603,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SHREEPUSHK,Shree Pushkar Chemicals,10588,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHREERAMA,Shree Rama Multi-Tech,7627,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRENIK,Shrenik,760252,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
SHREYANIND,Shreyans Industries,3126,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRIAHIMSA,Shri Ahimsa Naturals,756406,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
SHRIKANHA,Shri Kanha Stainless,760223,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
SHRIKRISH,Shri Krishna Devcon,762909,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRINGARMS,Shringar House of Mangalsutra,759093,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRIPISTON,Shriram Pistons & Rings,17186,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRIRAMFIN,Shriram Finance,4306,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRIRAMPPS,Shriram Properties,7200,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHRITECH,Shri Techtex,17684,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SHUBHLAXMI,Shubhlaxmi Jewel Art,6451,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SHUBHSHREE,Shubhshree Biofuels Energy,25240,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
SHYAMCENT,Shyam Century Ferrous,10188,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHYAMDHANI,Shyam Dhani Industries,761210,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SHYAMMETL,Shyam Metalics & Energy,4693,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SHYAMTEL,Shyam Telecom,13741,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SICAGEN,Sicagen,16875,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SICALLOG,Sical Logistics,19440,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SIDDHICOTS,Siddhi Cotspin,759056,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
SIDDHIKA,Siddhika Coatings,3148,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SIEMENS,Siemens,3150,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIGACHI,Sigachi Industries,6664,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SIGIND,Signet Industries,4522,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIGMA,Sigma Solve,16658,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIGMAADV,Sigma Advanced Systems,14797,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SIGNATURE,Signatureglobal,18743,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIGNORIA,Signoria Creation,23147,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SIGNPOST,Signpost India,22656,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIKA,Sika Interplant Systems,762914,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIKKO,Sikko Industries,6218,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIL,Standard Industries,11297,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SILGO,Silgo Retail,2492,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SILINV,SIL Investments,4105,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SILKFLEX,Silkflex Polymers,23739,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
SILKY,Silky Overseas,757679,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
SILLYMONKS,Silly Monks Entertainment,19097,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SILVERTUC,Silver Touch Technologies,9422,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIMCA,Simca Advertising,763378,NSE_EQ,EQUITY,ES,ST,600,,ACTIVE
SIMPLEXINF,Simplex Infrastructures,3162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SINCLAIR,Sinclairs Hotels,23480,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SINDHUTRAD,Sindhu Trade Links,16859,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SINGERIND,Singer,761420,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SINTERCOM,Sintercom,381,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIRCA,Sirca Paints,11050,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SIS,SIS,21501,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SITINET,Siti Networks,29210,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
SIYSIL,Siyaram Silk Mills,14096,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SJLOGISTIC,SJ Logistics,20542,NSE_EQ,EQUITY,ES,SM,250,,ACTIVE
SJS,SJS Enterprises,6643,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SJVN,SJVN,18883,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SKFINDIA,SKF India,3186,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SKFINDUS,SKF India Industrial,760101,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SKIPPER,Skipper,9428,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SKMEGGPROD,SKM Egg Products Export,4732,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SKP,SKP Bearing Industries,10325,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SKYGOLD,Sky Gold And Diamonds,13631,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SLONE,Slone Infosystems,23689,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
SMARTEN,Smarten Power Systems,757619,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SMARTLINK,Smartlink Holdings,9893,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SMARTWORKS,Smartworks Coworking Spaces,757965,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SMCGLOBAL,SMC Global Securities,2320,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SMLMAH,SML Mahindra,3387,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SMLT,Sarthak Metals,6843,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SMSPHARMA,SMS Pharmaceuticals,14329,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SMVD,SMVD Poly Pack,850,NSE_EQ,EQUITY,ES,ST,4040,,ACTIVE
SNEHAA,Snehaa Organics,758949,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
SNOWMAN,Snowman Logistics,4843,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOBHA,Sobha,13826,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOCL,Sundrex Oil Company,761205,NSE_EQ,EQUITY,ES,ST,1600,,ACTIVE
SOFTTECH,SoftTech Engineers,8268,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SOLARA,Solara Active Pharma Sciences,3672,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOLARINDS,Solar Industries,13332,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOLARWORLD,Solarworld Energy Solutions,759929,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOLEX,Solex Energy,759397,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOMANYCERA,Somany Ceramics,3880,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOMATEX,Soma Textiles & Industries,4201,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOMICONVEY,Somi Conveyor Beltings,17794,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SONACOMS,Sona BLW Precision Forgings,4684,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SONAL,Sonal Mercantile,762919,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SONAMAC,Sona Machinery,23055,NSE_EQ,EQUITY,ES,ST,1000,,ACTIVE
SONAMLTD,Sonam,8806,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SONATSOFTW,Sonata Software,6596,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SONUINFRA,Sonu Infratech,9458,NSE_EQ,EQUITY,ES,SM,1500,,ACTIVE
SOTAC,Sotac Pharmaceuticals,14993,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SOTL,Savita Oil Technologies,3021,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOUTHBANK,South Indian Bank,5948,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SOUTHWEST,South West Pinnacle,9678,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPAL,SP Apparels,18252,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPANDANA,Spandana Sphoorty Financial,11435,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPARC,Sun Pharma Advanced Research Co,14788,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPCENET,Spacenet Enterprises,19372,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPCL,Shivalic Power Control,24249,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
SPCON,Srinibas Pradhan Constructions,761393,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SPEB,Speb Adhesives,760135,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SPECIALITY,Speciality Restaurants,27107,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPECTRUM,Spectrum Electrical Industries,30455,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPECTSTM,Spectrum Talent Management,16883,NSE_EQ,EQUITY,ES,ST,800,,ACTIVE
SPENCERS,Spencer's Retail,8163,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPIC,Southern Petrochemical Industries,3252,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPLIL,SPL Industries,11935,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPLPETRO,Supreme Petrochem,9617,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPMLINFRA,SPML Infra,3321,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPORTKING,Sportking,10733,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SPPPOLY,SPP Polymer,25306,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SPRL,SP Refractories,8521,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
SPUNWEB,Spunweb Nonwoven,757865,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SRD,Shankar Lal Rampal Dye Chem,25737,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SREEL,Sreeleathers,31837,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SRF,SRF,3273,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SRGHFL,SRG Housing Finance,18119,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo,14582,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SRIVASAVI,Srivasavi Adhesive Tapes,14411,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
SRM,SRM Contractors,23402,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SRTL,Shree Ram Twistex,760188,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SSDL,Saraswati Saree Depot,24856,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SSEGL,Sathlokhar Synergys E&C Global,24697,NSE_EQ,EQUITY,ES,SM,200,,ACTIVE
SSFL,Srivari Spices & Foods,18056,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SSFLPP,Spandana Sphoorty Financial - PP,758420,NSE_EQ,EQUITY,ES,E1,1,,ACTIVE
SSWL,Steel Strips Wheels,11829,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STALLION,Stallion India Fluorochemicals,29204,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STANLEY,Stanley Lifestyles,24226,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STAR,Strides Pharma Science,7374,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STARCEMENT,Star Cement,21091,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STARHEALTH,Star Health Insurance,7083,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STARPAPER,Star Paper Mills,3291,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STARTECK,Starteck Finance,9305,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STCINDIA,State Trading Corporation of India,10948,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
