symbol,company_name,security_id,exchange_segment,instrument,instrument_type,series,lot_size,listing_date,status
STEELCAS,Steelcast,6803,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STEELCITY,Steel City Securities,10406,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STEELXIND,Steel Exchange India,21339,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STEL,STEL Holdings,21484,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STERTOOLS,Sterling Tools,4299,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STLNETWORK,STL Networks,758978,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
STLTECH,Sterlite Technologies,9313,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
STOVEKRAFT,Stove Kraft,2107,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STRIDERS,Striders Impex,761091,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
STUDDS,Studds Accessories,759587,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STUDIOLSD,Studio LSD,758530,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
STYL,Seshaasai Technologies,759934,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STYLAMIND,Stylam Industries,5186,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
STYLEBAAZA,Baazar Style Retail,25116,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
STYRENIX,Styrenix Performance Materials,19,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUBAHOTELS,Suba Hotels,760112,NSE_EQ,EQUITY,ES,SM,1200,,ACTIVE
SUBEXLTD,Subex,959,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SUBROS,Subros,3324,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUDARCOLOR,Sudarshan Colorants,715,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUDARSCHEM,Sudarshan Chemical Industries,3327,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUDEEPPHRM,Sudeep Pharma,760039,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUKHJITS,Sukhjit Starch & Chemicals,11804,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SULA,Sula Vineyards,13218,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUMEETINDS,Sumeet Industries,20790,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUMICHEM,Sumitomo Chemical,17105,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUMIT,Sumit Woods,11141,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SUMMITSEC,Summit Securities,21275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNCLAY,Sundaram Clayton,20956,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNDARAM,Sundaram Multi Pap,18931,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNDARMFIN,Sundaram Finance,3339,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNDRMBRAK,Sundaram Brake Linings,4179,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNDRMFAST,Sundram Fasteners,3345,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNDROP,Sundrop Brands,1663,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNFLAG,Sunflag Iron & Steel Company,3348,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNLITE,Sunlite Recycling Industries,24872,NSE_EQ,EQUITY,ES,ST,300,,ACTIVE
SUNPHARMA,Sun Pharmaceutical,3351,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNREST,Sunrest Lifescience,20213,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SUNTECH,Suntech Infra Solutions,757763,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
SUNTECK,Sunteck Realty,17641,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUNTV,Sun TV Network,13404,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPERHOUSE,Superhouse,20616,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPERSPIN,Super Spinning Mills,3357,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPRAJIT,Suprajit Engineering,11689,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPREME,Supreme Holdings & Hospitality,29439,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPREMEENG,Supreme Engineering,758997,NSE_EQ,EQUITY,ES,BZ,1,,ACTIVE
SUPREMEIND,Supreme Industries,3363,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPREMEINF,Supreme Infrastructure,15002,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUPREMEPWR,Supreme Power Equipment,21074,NSE_EQ,EQUITY,ES,ST,500,,ACTIVE
SUPRIYA,Supriya Lifescience,7390,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURAJEST,Suraj Estate Developers,20822,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURAJLTD,Suraj,24966,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURAKSHA,Suraksha Diagnostic,27334,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURANASOL,Surana Solar,21077,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURANAT&P,Surana Telecom & Power,10700,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURANI,Surani Steel Tubes,8524,NSE_EQ,EQUITY,ES,ST,200,,ACTIVE
SURYALA,Suryalata Spinning Mills,762924,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURYALAXMI,Suryalakshmi Cotton Mills,11852,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURYAROSNI,Surya Roshni,3375,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SURYODAY,Suryoday Small Finance Bank,2970,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUTLEJTEX,Sutlej Textiles & Industries,13801,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUVEN,Suven Life Sciences,11233,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUVIDHAA,Suvidhaa Infoserve,2998,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUYOG,Suyog Telematics,24851,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SUZLON,Suzlon Energy,12018,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SVLL,Shree Vasu Logistics,15121,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SVPGLOB,SVP Global Ventures,5023,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SWANCORP,Swan Corp,27095,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SWANDEF,Swan Defence & Heavy Industries,29164,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
SWARAJ,Swaraj Suiting,8608,NSE_EQ,EQUITY,ES,SM,500,,ACTIVE
SWARAJENG,Swaraj Engines,3384,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SWASTIK,Swastik Pipe,11497,NSE_EQ,EQUITY,ES,ST,1200,,ACTIVE
SWELECTES,SWELECT Energy Systems,11909,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SWIGGY,Swiggy,27066,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SWSOLAR,Sterling & Wilson Renewable Energy,12489,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SYLVANPLY,Sylvan Plyboard,24267,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
SYMPHONY,Symphony,24190,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SYNCOMF,Syncom Formulations,11992,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SYNGENE,Syngene International,10243,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SYNOPTICS,Synoptics Technologies,17203,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
SYRMA,Syrma SGS,10793,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
SYSTANGO,Systango Technologies,14506,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
SYSTMTXC,Systematix Corporate Services,759355,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAALTECH,TaaL Tech,762929,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAC,TAC Infosec,23438,NSE_EQ,EQUITY,ES,SM,200,,ACTIVE
TAINWALCHM,Tainwala Chemicals & Plastics,3396,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAJGVK,Taj GVK Hotels & Resorts,9354,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAKE,Take Solutions,14920,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
TALBROAUTO,Talbros Automotive Components,13648,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAMBOLIIN,Tamboli Industries,762934,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TANKUP,Tankup Engineers,756335,NSE_EQ,EQUITY,ES,SM,250,,ACTIVE
TANLA,Tanla Platforms,13976,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAPIFRUIT,Tapi Fruit Processing,10986,NSE_EQ,EQUITY,ES,SM,750,,ACTIVE
TARACHAND,Tara Chand Infralogistics Solutions,23512,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TARAPUR,Tarapur Transformers,18827,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TARC,TARC,1581,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TARIL,Transformers & Rectifiers,15174,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TARMAT,Tarmat,14771,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TARSONS,Tarsons Products,6943,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TASTYBITE,Tasty Bite Eatables,20092,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATACAP,Tata Capital,759265,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATACHEM,Tata Chemicals,3405,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATACOMM,Tata Communications,3721,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATACONSUM,Tata Consumer Products,3432,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATAELXSI,Tata Elxsi,3411,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATAINVEST,Tata Investment Corporation,1621,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATAPOWER,Tata Power,3426,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATASTEEL,Tata Steel,3499,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATATECH,Tata Technologies,20293,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TATVA,Tatva Chintan Pharma,5162,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TAURIAN,Taurian MPS,759756,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
TBI,TBI Corn,24019,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
TBOTEK,TBO Tek,23740,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TBZ,Tribhovandas Bhimji Zaveri,27037,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCC,TCC Concept,761814,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCI,Transport Corporation of India,10580,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCIEXP,TCI Express,19223,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCIFINANCE,TCI Finance,4771,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCL,Thaai Casting,22777,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
TCPLPACK,TCPL Packaging,184,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TCS,Tata Consultancy Services,11536,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TDPOWERSYS,TD Power Systems,25178,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEAMGTY,Team India Guaranty,10717,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEAMLEASE,Teamlease Services,12716,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TECHD,TechD Cybersecurity,759138,NSE_EQ,EQUITY,ES,SM,300,,ACTIVE
TECHERA,TechEra Engineering,25652,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
TECHLABS,Trident Techlabs,21093,NSE_EQ,EQUITY,ES,ST,125,,ACTIVE
TECHM,Tech Mahindra,13538,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TECHNOE,Techno Electric & Engineering,6445,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TECHNVISN,TechNVision Ventures,762939,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TECILCHEM,Tecil Chemicals & Hydro Power,3453,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEGA,Tega Industries,7105,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEJASCARGO,Tejas Cargo,29723,NSE_EQ,EQUITY,ES,SM,400,,ACTIVE
TEJASNET,Tejas Networks,21131,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEMBO,Tembo Global Industries,3275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TENNIND,Tenneco Clean Air,759880,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TERASOFT,Tera Software,19292,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEXINFRA,Texmaco Infrastructure & Holdings,11549,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEXMOPIPES,Texmo Pipes & Products,18214,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TEXRAIL,Texmaco Rail & Engineering,21828,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TFCILTD,Tourism Finance Corporation of India,3466,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TFL,Transwarranty Finance,14319,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TGBHOTELS,TGB Banquets & Hotels,14607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TGL,Teerth Gopicon,23530,NSE_EQ,EQUITY,ES,ST,200,,ACTIVE
THACKER,Thacker,762944,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THAKDEV,Thakkers Developers,762949,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THANGAMAYL,Thangamayil Jewellery,18118,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THEINVEST,Investment Trust of India,21427,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THEJO,Thejo Engineering,19279,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THELEELA,Leela Palaces Hotels & Resorts,757014,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THEMISMED,Themis Medicare,14485,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THERMAX,Thermax,3475,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THESL,Thinking Hats Entertainment Solutions,25648,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
THOMASCOOK,Thomas Cook,3481,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THOMASCOTT,Thomas Scott,31017,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
THYROCARE,Thyrocare Technologies,17032,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TI,Tilaknagar Industries,19196,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TICL,Twamev Construction & Infrastructure,19501,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIGERLOGS,Tiger Logistics,759179,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
TIIL,Technocraft Industries,14223,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIINDIA,Tube Investment,312,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIJARIA,Tijaria Polypipes,25486,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
TIL,TIL,3484,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TILPP,TIL - PP,762405,NSE_EQ,EQUITY,ES,E1,1,,ACTIVE
TIMESCAN,Timescan Logistics,7800,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
TIMETECHNO,Time Technoplast,14707,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIMEX,Timex Group,762954,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIMKEN,Timken,14198,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TINNARUBR,Tinna Rubber & Infrastructure,756020,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIPSFILMS,Tips Films,11374,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIPSMUSIC,Tips Music,9117,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIRUMALCHM,Thirumalai Chemicals,3496,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TIRUPATI,Shree Tirupati Balajee,21868,NSE_EQ,EQUITY,ES,SM,125,,ACTIVE
TIRUPATIFL,Tirupati Forge,22284,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
TITAGARH,Titagarh Rail Systems,15414,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TITAN,Titan,3506,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TMB,Tamilnad Mercantile Bank,10945,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TMCV,Tata Motors,759782,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TMPV,Tata Motors Passenger Vehicles,3456,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TNPETRO,Tamilnadu Petroproducts,3509,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TNPL,Tamil Nadu Newsprint & Papers,3980,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TNTELE,Tamilnadu Telecommunications,3512,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TOKYOPLAST,Tokyo Plast International,9710,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
TOLINS,Tolins Tyres,25262,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TORNTPHARM,Torrent Pharmaceuticals,3518,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TORNTPOWER,Torrent Power,13786,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TOTAL,Total Transport Systems,22423,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TOUCHWOOD,Touchwood Entertainment,16908,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TPHQ,Teamo Productions HQ,16996,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TPLPLASTEH,TPL Plastech,9219,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRACXN,Tracxn Technologies,11582,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRANSPEK,Transpek Industry,3531,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRANSRAILL,Transrail Lighting,28714,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRANSTEEL,Transteel Seating,19801,NSE_EQ,EQUITY,ES,SM,1000,,ACTIVE
TRANSWIND,Transwind Infrastructures,21260,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
TRANSWORLD,Transworld Shipping Lines,3129,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRAVELFOOD,Travel Food Services,757545,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TREEHOUSE,Tree House Education,25082,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TREJHARA,Trejhara Solutions,7518,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TREL,Transindia Real Estate,17795,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRENT,Trent,1964,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRF,TRF,17987,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRIDENT,Trident,9685,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRIDHYA,Tridhya Tech,17210,NSE_EQ,EQUITY,ES,SM,3000,,ACTIVE
TRIGYN,Trigyn Technologies,5428,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRITURBINE,Triveni Turbines,25584,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRIVENI,Triveni Engineering & Industries,13081,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TROM,Trom Industries,24645,NSE_EQ,EQUITY,ES,ST,600,,ACTIVE
TRU,TruCap Finance,9378,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRUALT,Trualt Bioenergy,759210,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TRUST,Trust Fintech,23417,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
TSC,TSC,757858,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
TSFINV,TSF Investments,2183,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TTKHLTCARE,TTK Healthcare,11369,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TTKPRESTIG,TTK Prestige,3546,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TTL,TTL,14314,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TTML,Tata Teleservices Maharashtra,8954,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TUNWAL,Tunwal e-Motors,24520,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
TVSELECT,TVS Electronics,11265,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVSHLTD,TVS Holdings,29008,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVSMOTOR,TVS Motors,8479,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVSSCS,TVS Supply Chain Solutions,18151,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVSSRICHAK,TVS Srichakra,14245,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVTODAY,TV Today Network,11275,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
TVVISION,TV Vision,18504,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UBL,United Breweries,16713,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UCAL,UCAL,3570,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UCL,Ushanti Colour Chem,4214,NSE_EQ,EQUITY,ES,ST,2000,,ACTIVE
UCOBANK,UCO Bank,11223,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UDS,Updater Services,19113,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UEL,Ujaas Energy,23507,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UFBL,United Foodbrands,3127,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UFLEX,UFLEX,1053,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UFO,UFO Moviez,9039,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UGARSUGAR,Ugar Sugar Works,19578,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UGROCAP,UGRO Capital,5313,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UHTL,United Heat Transfer,25935,NSE_EQ,EQUITY,ES,SM,2000,,ACTIVE
UJJIVANSFB,Ujjivan Small Finance Bank,15228,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ULTRACEMCO,UltraTech Cement,11532,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
ULTRAMAR,Ultramarine & Pigments,762961,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UMA,Uma Converter,13349,NSE_EQ,EQUITY,ES,SM,4000,,ACTIVE
UMAEXPORTS,Uma Exports,8842,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UMESLTD,Usha Martin Education & Solutions,19145,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
UMIYA-MRO,Umiya Buildcon,8998,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNICHEMLAB,Unichem Laboratories,3579,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIDT,United Drilling Tools,201,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIECOM,Unicommerce eSolutions,24809,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIENTER,Uniphos Enterprises,11293,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIHEALTH,Unihealth Hospitals,18591,NSE_EQ,EQUITY,ES,ST,500,,ACTIVE
UNIINFO,UNIINFO Telecom Services,7797,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
UNILEX,Unilex Colours and Chemicals,25633,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
UNIMECH,Unimech Aerospace and Manufacturing,28960,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIONBANK,Union Bank of India,10753,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIPARTS,Uniparts,13057,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNITDSPR,United Spirits,10447,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNITECH,Unitech Group,3594,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNITEDPOLY,United Polyfab,7560,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNITEDTEA,United Nilgiri Tea,17999,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIVASTU,Univastu,18977,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIVCABLES,Universal Cables,3607,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UNIVPHOTO,Universus Photo Imagings,17661,NSE_EQ,EQUITY,ES,BE,1,,ACTIVE
UNOMINDA,UNO Minda,14154,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UPL,UPL,11287,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
URAVIDEF,Uravi Defence and Technology,17071,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
URBAN,Urban Enviro Waste Management,16888,NSE_EQ,EQUITY,ES,SM,800,,ACTIVE
URBANCO,Urban Company,759084,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
URJA,Urja Global,20203,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
USASEEDS,Upsurge Seeds of Agriculture,10610,NSE_EQ,EQUITY,ES,SM,428,,ACTIVE
USHAFIN,Usha Financial Services,25952,NSE_EQ,EQUITY,ES,SM,1600,,ACTIVE
USHAMART,Usha Martin,8840,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
USK,Udayshivkumar Infra,14871,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UTIAMC,UTI AMC,527,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UTKARSHBNK,Utkarsh Small Finance Bank,17358,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UTLSOLAR,Fujiyama Power Systems,759876,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
UTSSAV,Utssav CZ Gold Jewels,24726,NSE_EQ,EQUITY,ES,SM,600,,ACTIVE
UTTAMSUGAR,Uttam Sugar Mills,13376,NSE_EQ,EQUITY,ES,EQ,1,,ACTIVE
